,Name,Year,Power,Seats,Car_Age,Kilometers_Driven
3337,Hyundai Elite i20 Petrol Sportz,2016,81.86,5.0,8,13460
3338,Toyota Innova 2.5 V Diesel 8-seater,2011,102.0,8.0,13,122000
3339,Mercedes-Benz M-Class ML 250 CDI,2015,203.2,5.0,9,58589
3340,Maruti Wagon R LX BSIII,2005,64.0,5.0,19,115000
3341,Ford Endeavour 2.2 Trend AT 4X2,2016,158.0,7.0,8,75000
3342,Hyundai Elite i20 Petrol Sportz,2016,81.86,5.0,8,30292
3343,Honda WRV i-VTEC VX,2017,88.7,5.0,7,32248
3344,Volkswagen Polo Petrol Highline 1.2L,2013,73.9,5.0,11,74000
3345,Honda CR-V 2.0L 2WD MT,2014,153.86,5.0,10,56100
3346,Hyundai Grand i10 1.2 Kappa Asta,2014,81.86,5.0,10,61325
3347,Maruti Swift Dzire VXI,2014,85.8,5.0,10,33000
3348,BMW 5 Series 2003-2012 530d,2016,258.0,5.0,8,18090
3349,Ford Ecosport 1.5 DV5 MT Ambiente,2014,89.84,5.0,10,71390
3350,Honda City i DTec V,2016,98.6,5.0,8,67000
3351,Tata Indigo LS,2008,70.0,5.0,16,99000
3352,Renault Duster 110PS Diesel RxL,2014,108.45,5.0,10,142000
3353,Hyundai i10 Sportz,2010,78.9,5.0,14,26966
3354,Honda Jazz 1.2 SV i VTEC,2015,88.7,5.0,9,27628
3355,Maruti SX4 S Cross DDiS 200 Zeta,2016,88.5,5.0,8,82497
3356,Honda Accord VTi-L MT,2007,144.0,5.0,17,86000
3357,Volkswagen Polo Petrol Comfortline 1.2L,2016,73.9,5.0,8,26981
3358,Maruti Ritz VDi,2010,73.9,5.0,14,110471
3359,Honda Amaze S Petrol,2014,88.76,5.0,10,69000
3360,Hyundai i20 1.2 Asta Option,2017,81.83,5.0,7,12000
3361,Renault Duster 85PS Diesel RxL,2014,83.8,5.0,10,77500
3362,Hyundai Grand i10 Magna,2014,82.0,5.0,10,48031
3363,BMW 3 Series 320d Highline,2008,181.0,5.0,16,170000
3364,Ford Ecosport 1.5 DV5 MT Trend,2014,89.84,5.0,10,69565
3365,Volkswagen Vento 1.5 TDI Highline AT,2016,108.5,5.0,8,45492
3366,Honda Accord 2.4 AT,2011,177.6,5.0,13,85000
3367,Chevrolet Aveo 1.4,2008,92.7,5.0,16,55902
3368,Volkswagen Polo 1.2 MPI Highline Plus,2017,74.0,5.0,7,18500
3369,Mahindra Xylo D4 BS III,2015,93.7,7.0,9,129750
3370,Hyundai i10 Magna AT,2009,80.0,5.0,15,50902
3371,Mahindra XUV500 W8 4WD,2015,140.0,7.0,9,84725
3372,Hyundai Elantra CRDi SX,2013,126.24,5.0,11,40000
3373,Volkswagen Passat 1.8 TSI MT,2010,160.0,5.0,14,60000
3374,Hyundai Grand i10 1.2 Kappa Sportz,2014,81.86,5.0,10,33496
3375,Hyundai i20 Asta Option 1.2,2015,81.83,5.0,9,25000
3376,Chevrolet Enjoy TCDi LS 8 Seater,2013,73.8,8.0,11,71000
3377,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,2015,103.6,5.0,9,20826
3378,Hyundai Creta 1.6 CRDi SX,2016,126.2,5.0,8,42244
3379,Chevrolet Beat Diesel PS,2013,57.6,5.0,11,98598
3380,Toyota Fortuner 3.0 Diesel,2011,171.0,7.0,13,62100
3381,Hyundai i20 Sportz Option 1.2,2016,81.83,5.0,8,44238
3382,Audi Q7 3.0 TDI quattro,2012,241.4,7.0,12,91743
3383,Porsche Panamera Diesel,2013,300.0,4.0,11,19828
3384,Honda City i VTEC VX,2016,117.3,5.0,8,36891
3385,Mahindra Quanto C4,2012,100.0,7.0,12,90049
3386,Audi A4 2.0 TDI Multitronic,2012,140.0,5.0,12,74002
3387,Hyundai Sonata Transform 2.4 GDi AT,2013,198.25,5.0,11,41000
3388,Hyundai Verna 1.6 SX,2012,126.32,5.0,12,83678
3389,Maruti Wagon R LXI BS IV,2010,67.1,5.0,14,91000
3390,Maruti Ertiga SHVS ZDI Plus,2016,88.5,7.0,8,50000
3391,Hyundai Xcent 1.1 CRDi S Option,2015,71.01,5.0,9,58000
3392,Maruti Swift VDI,2012,74.0,5.0,12,80000
3393,Mahindra XUV500 W6 2WD,2017,140.0,7.0,7,41290
3394,BMW 5 Series 520d Luxury Line,2013,190.0,5.0,11,65000
3395,Toyota Corolla Altis 1.8 G,2016,138.03,5.0,8,16471
3396,Hyundai i20 Asta 1.4 CRDi,2015,88.73,5.0,9,54339
3397,Mahindra KUV 100 mFALCON G80 K2,2016,82.0,6.0,8,24025
3398,Maruti Alto 800 2016-2019 LXI,2013,47.3,5.0,11,24027
3399,Fiat Punto EVO 1.2 Emotion,2010,67.0,5.0,14,59270
3400,Maruti Wagon R VXI BS IV,2012,67.1,5.0,12,40000
3401,Mitsubishi Pajero 4X4 LHD,2012,118.6,6.0,12,155566
3402,Honda Brio EX MT,2013,86.8,5.0,11,42320
3403,Hyundai i20 Asta Option 1.4 CRDi,2017,88.73,5.0,7,24153
3404,Hyundai Creta 1.6 SX Plus Petrol Automatic,2016,121.3,5.0,8,27000
3405,Honda Amaze S i-VTEC,2017,86.7,5.0,7,61795
3406,Mahindra KUV 100 mFALCON G80 K6 Plus,2016,82.0,6.0,8,13500
3407,Honda City i-VTEC CVT VX,2018,117.3,5.0,6,4500
3408,Mahindra XUV500 AT W10 FWD,2017,140.0,7.0,7,23000
3409,Mercedes-Benz New C-Class 220 CDI AT,2013,170.0,5.0,11,80578
3410,Renault Duster 110PS Diesel RxZ AMT,2017,108.45,5.0,7,42646
3411,Volkswagen Polo 1.2 MPI Comfortline,2014,74.0,5.0,10,30000
3412,BMW 5 Series 520d Sedan,2012,74.0,5.0,12,90000
3413,Mercedes-Benz S Class 2005 2013 S 350 CDI,2009,282.0,5.0,15,98000
3414,Hyundai Santro GLS II - Euro II,2012,74.0,5.0,12,66400
3415,Jaguar XJ 3.0L Premium Luxury,2012,271.23,4.0,12,50000
3416,Maruti Swift VDI,2015,74.0,5.0,9,63310
3417,Honda Amaze S i-Dtech,2014,98.6,5.0,10,66000
3418,BMW 3 Series 320d Highline,2011,181.0,5.0,13,74000
3419,Hyundai Verna 1.4 EX,2012,88.7,5.0,12,93000
3420,Toyota Fortuner 4x2 4 Speed AT,2015,169.0,7.0,9,70000
3421,Maruti Swift VXI,2012,85.8,5.0,12,48772
3422,Chevrolet Beat LS,2010,79.4,5.0,14,66000
3423,Hyundai Grand i10 Asta Option AT,2017,82.0,5.0,7,27417
3424,Ford Figo Petrol ZXI,2011,70.0,5.0,13,51593
3425,Maruti Swift VXI BSIII,2010,88.2,5.0,14,75000
3426,Audi A4 35 TDI Premium,2016,174.33,5.0,8,39237
3427,Honda City V MT,2018,116.3,5.0,6,11966
3428,Honda Jazz V,2015,88.7,5.0,9,37000
3429,Volkswagen Polo 1.5 TDI Highline,2014,88.8,5.0,10,70920
3430,Nissan Terrano XL D Option,2013,83.14,5.0,11,65280
3431,Land Rover Discovery Sport SD4 HSE Luxury 7S,2016,187.7,7.0,8,62000
3432,Hyundai i20 Magna Optional 1.2,2014,82.9,5.0,10,44525
3433,Honda City 1.5 E MT,2009,118.0,5.0,15,86863
3434,Mahindra XUV500 W10 AWD,2015,140.0,7.0,9,102626
3435,Jeep Compass 2.0 Limited Option 4X4,2017,170.0,5.0,7,45000
3436,Mahindra XUV500 W10 AWD,2017,140.0,7.0,7,22000
3437,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2011,120.0,8.0,13,108905
3438,Datsun GO Plus T,2016,67.0,7.0,8,12800
3439,Mahindra Scorpio S6 Plus 7 Seater,2016,120.0,7.0,8,32000
3440,Honda Amaze S AT i-Vtech,2014,86.7,5.0,10,39000
3441,Honda City i-DTEC ZX,2017,98.6,5.0,7,42000
3442,Tata Indigo GLE,2008,65.0,5.0,16,73000
3443,Hyundai Grand i10 1.2 CRDi Sportz,2018,73.97,5.0,6,48000
3444,Hyundai Verna 1.4 CX VTVT,2014,105.5,5.0,10,19000
3445,Toyota Innova Crysta 2.4 VX MT,2019,147.8,7.0,5,33598
3446,BMW X1 sDrive20d,2012,184.0,5.0,12,63000
3447,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2015,138.03,5.0,9,48000
3448,Ford Figo Diesel ZXI,2014,68.05,5.0,10,66000
3449,Mahindra Ssangyong Rexton RX7,2013,184.0,7.0,11,80000
3450,Volkswagen Vento Petrol Highline,2011,103.6,5.0,13,37000
3451,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2016,103.52,5.0,8,35058
3452,Volkswagen Polo Petrol Comfortline 1.2L,2012,73.9,5.0,12,52000
3453,Maruti S Cross DDiS 200 Delta,2015,88.5,5.0,9,61313
3454,Toyota Corolla Altis G,2009,138.1,5.0,15,45000
3455,Maruti Ertiga ZDI,2015,88.8,7.0,9,74000
3456,Hyundai i10 Asta Sunroof AT,2013,80.0,5.0,11,89000
3457,Mercedes-Benz CLA 200 CDI Sport,2019,136.0,5.0,5,13414
3458,Honda City ZX VTEC,2006,100.0,5.0,18,95000
3459,Mahindra KUV 100 G80 K8,2018,82.0,6.0,6,15900
3460,Toyota Fortuner 3.0 Diesel,2011,171.0,7.0,13,151000
3461,Honda City 1.5 V MT,2011,118.0,5.0,13,65000
3462,Audi A6 35 TDI Matrix,2017,187.74,5.0,7,36824
3463,Ford Figo Diesel ZXI,2013,68.05,5.0,11,65287
3464,Mercedes-Benz GLA Class 200 CDI,2014,136.0,5.0,10,52000
3465,Chevrolet Aveo U-VA 1.2 LS,2007,74.9,5.0,17,33000
3466,Ford Figo 2015-2019 1.5D Titanium MT,2016,99.0,5.0,8,71000
3467,Hyundai Elantra CRDi SX AT,2013,126.2,5.0,11,71000
3468,Maruti Baleno Zeta CVT,2016,83.1,5.0,8,20000
3469,Maruti Swift LXi BSIV,2010,85.0,5.0,14,71000
3470,Mercedes-Benz CLS-Class 2006-2010 350 CDI,2010,271.72,4.0,14,29000
3471,BMW 3 Series Luxury Line,2016,190.0,5.0,8,27000
3472,Maruti Dzire AMT ZDI Plus,2017,73.75,5.0,7,19000
3473,Hyundai Verna 1.6 SX VTVT,2011,121.3,5.0,13,58000
3474,Jeep Compass 2.0 Longitude,2018,170.0,5.0,6,42203
3475,Hyundai Sonata Embera 2.0L CRDi AT,2009,142.0,5.0,15,94000
3476,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,108.5,5.0,6,4900
3477,Hyundai EON Era Plus,2013,55.2,5.0,11,70000
3478,BMW 5 Series 2013-2017 530d M Sport,2015,258.0,5.0,9,65266
3479,Maruti Ertiga VDI,2014,88.76,7.0,10,54569
3480,Honda Amaze E i-Vtech,2015,86.7,5.0,9,51361
3481,Ford Fiesta 1.4 Duratec ZXI,2007,68.0,5.0,17,125000
3482,Honda Civic 2006-2010 1.8 V MT,2008,130.0,5.0,16,66000
3483,Maruti Ertiga ZDI,2014,88.8,7.0,10,22281
3484,Hyundai Grand i10 CRDi Sportz,2013,70.0,5.0,11,63210
3485,Hyundai Xcent 1.2 VTVT E Plus,2018,81.86,5.0,6,31000
3486,Hyundai i10 Era,2008,68.05,5.0,16,60000
3487,Honda Amaze S i-Vtech,2017,86.7,5.0,7,32006
3488,Audi A6 2.7 TDI,2009,179.5,5.0,15,78000
3489,Hyundai i10 Magna 1.2 iTech SE,2011,78.9,5.0,13,9489
3490,Renault KWID RXT Optional,2018,53.3,5.0,6,5000
3491,Audi A4 New 2.0 TDI Multitronic,2012,140.8,5.0,12,60000
3492,Maruti Alto 800 LXI Airbag,2015,47.3,5.0,9,50000
3493,Honda City i VTEC VX Option,2015,117.3,5.0,9,53000
3494,Mercedes-Benz New C-Class C250 Avantgarde,2011,186.0,5.0,13,64000
3495,Audi Q5 3.0 TDI Quattro Technology,2017,241.4,5.0,7,43827
3496,Volkswagen Polo 1.2 MPI Comfortline,2011,74.0,5.0,13,36431
3497,Hyundai Creta 1.4 E Plus Diesel,2017,88.7,5.0,7,35000
3498,Honda City 1.5 V MT,2011,118.0,5.0,13,94832
3499,Honda City 1.5 S MT,2012,118.0,5.0,12,88381
3500,Maruti S Cross DDiS 320 Alpha,2016,118.0,5.0,8,45194
3501,Maruti SX4 Vxi BSIV,2010,103.2,5.0,14,66000
3502,Maruti Swift Dzire VDI,2014,74.0,5.0,10,38578
3503,Maruti Ertiga ZDI,2015,88.8,7.0,9,40000
3504,Hyundai i20 1.2 Spotz,2018,81.83,5.0,6,20632
3505,Hyundai Grand i10 CRDi Magna,2014,70.0,5.0,10,73042
3506,Honda City i VTEC SV,2014,117.3,5.0,10,54257
3507,Skoda Rapid 1.6 TDI Elegance,2013,103.5,5.0,11,93000
3508,Mercedes-Benz E-Class E270 CDI,2005,198.5,5.0,19,102000
3509,Hyundai Santa Fe 4WD AT,2016,194.3,7.0,8,28881
3510,Maruti Alto LXi,2007,46.3,5.0,17,52195
3511,ISUZU D-MAX V-Cross 4X4,2018,134.0,5.0,6,20422
3512,Hyundai Verna 1.4 CRDi GL,2012,88.7,5.0,12,38000
3513,Ford Figo Diesel ZXI,2015,68.0,5.0,9,92885
3514,Honda City 1.5 S MT,2010,118.0,5.0,14,43000
3515,Hyundai Verna 1.6 CRDi S,2015,126.2,5.0,9,57000
3516,Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,121.3,5.0,6,32434
3517,Ford Ecosport 1.5 DV5 MT Titanium,2017,89.84,5.0,7,32000
3518,BMW X6 xDrive30d,2011,241.0,4.0,13,59000
3519,BMW 5 Series 2013-2017 520d Luxury Line,2016,190.0,5.0,8,76467
3520,Ford Figo Aspire 1.5 TDCi Ambiente,2016,99.0,5.0,8,100000
3521,Hyundai Verna VTVT 1.6 AT EX,2013,121.3,5.0,11,37086
3522,Ford Ikon 1.4 TDCi DuraTorq,2010,68.0,5.0,14,135000
3523,Audi A6 2011-2015 2.0 TDI,2014,174.33,5.0,10,54862
3524,Hyundai i20 2015-2017 Sportz AT 1.4,2012,98.6,5.0,12,56200
3525,Toyota Fortuner 2.8 4WD MT,2011,174.5,7.0,13,169006
3526,Renault KWID RXT,2016,53.3,5.0,8,20229
3527,Chevrolet Spark 1.0 LT,2008,62.0,5.0,16,62000
3528,Hyundai Verna Transform VTVT,2011,103.2,5.0,13,51500
3529,BMW 3 Series 320d Sport Line,2012,184.0,5.0,12,69000
3530,Maruti Swift Dzire VDI,2015,74.0,5.0,9,62476
3531,Hyundai Xcent 1.2 CRDi E Plus,2017,73.97,5.0,7,60500
3532,Honda Jazz V CVT,2017,88.7,5.0,7,17978
3533,Tata Indigo LS,2008,70.0,5.0,16,300000
3534,Ford Fiesta Classic 1.4 Duratorq CLXI,2013,67.0,5.0,11,123000
3535,Maruti S-Cross Alpha DDiS 200 SH,2016,88.5,5.0,8,45296
3536,Maruti SX4 Zxi with Leather BSIII,2008,104.68,5.0,16,77325
3537,Maruti Baleno Zeta Automatic,2018,83.1,5.0,6,25858
3538,Maruti Ritz LDi,2016,73.94,5.0,8,120000
3539,Hyundai Elantra CRDi SX AT,2016,126.24,5.0,8,22000
3540,Chevrolet Spark 1.0 LT,2012,62.1,5.0,12,11000
3541,Hyundai i20 1.2 Spotz,2017,81.83,5.0,7,3900
3542,Hyundai Xcent 1.1 CRDi Base,2016,71.0,5.0,8,106092
3543,Honda Jazz 1.2 V CVT i VTEC,2015,88.7,5.0,9,27000
3544,Honda Brio S MT,2013,86.8,5.0,11,11000
3545,Mercedes-Benz E-Class E250 CDI Avantgrade,2016,201.1,5.0,8,39753
3546,Tata Hexa XT,2017,153.86,7.0,7,39800
3547,Hyundai Xcent 1.1 CRDi Base,2017,71.0,5.0,7,73000
3548,Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,89.84,5.0,9,55000
3549,Tata Nano XTA,2017,37.48,4.0,7,18351
3550,Honda Brio VX,2013,86.8,5.0,11,45000
3551,Maruti Ertiga SHVS ZDI Plus,2016,88.5,7.0,8,112200
3552,Hyundai i10 Sportz 1.2,2010,78.9,5.0,14,29000
3553,Mahindra XUV500 W10 2WD,2015,140.0,7.0,9,53392
3554,Volkswagen Vento Diesel Highline,2010,103.6,5.0,14,71000
3555,Tata Safari Storme 2012-2015 VX,2014,138.1,7.0,10,93000
3556,Honda Accord 2.4 Elegance M/T,2010,180.0,5.0,14,119000
3557,Maruti Eeco 7 Seater Standard,2016,73.0,7.0,8,42225
3558,Maruti Swift VDI,2012,74.0,5.0,12,65000
3559,Maruti Baleno Zeta Automatic,2016,83.1,5.0,8,27809
3560,Mahindra XUV500 W8 2WD,2015,140.0,7.0,9,65100
3561,Hyundai Xcent 1.2 Kappa S,2014,82.0,5.0,10,51000
3562,Mercedes-Benz New C-Class C 220 CDI Style,2017,167.62,5.0,7,10000
3563,Skoda Superb 1.8 TSI MT,2011,160.0,5.0,13,54895
3564,Volkswagen CrossPolo 1.5 TDI,2015,88.73,5.0,9,80768
3565,Maruti Ignis 1.2 Delta,2019,81.8,5.0,5,12076
3566,Maruti Swift VDI BSIV,2016,74.0,5.0,8,49000
3567,Honda City i VTEC VX Option,2015,117.3,5.0,9,42366
3568,BMW 5 Series 530d Highline Sedan,2010,235.0,5.0,14,68000
3569,Skoda Laura Ambiente,2008,106.0,5.0,16,122397
3570,Volkswagen Polo GT TSI,2017,103.5,5.0,7,50534
3571,Renault Duster 85PS Diesel RxL,2014,83.8,5.0,10,55300
3572,Honda City 1.5 S AT,2008,118.0,5.0,16,73095
3573,Volkswagen Vento Diesel Highline,2011,103.6,5.0,13,51100
3574,Hyundai Grand i10 Sportz,2016,82.0,5.0,8,13436
3575,Ford Fiesta 1.4 ZXi Duratec,2008,68.0,5.0,16,76000
3576,Hyundai Xcent 1.1 CRDi S,2016,71.0,5.0,8,63141
3577,Honda Amaze VX i-DTEC,2014,98.6,5.0,10,74885
3578,Honda City i VTEC CVT VX,2016,117.3,5.0,8,14000
3579,Renault Fluence 1.5,2012,108.5,5.0,12,56000
3580,BMW 5 Series 520d Luxury Line,2010,190.0,5.0,14,46000
3581,Maruti SX4 ZXI MT BSIV,2012,103.3,5.0,12,51800
3582,Honda City ZX CVT,2007,78.0,5.0,17,81000
3583,Volkswagen Ameo 1.2 MPI Comfortline,2018,73.75,5.0,6,17370
3584,Volkswagen Ameo 1.2 MPI Comfortline,2016,73.75,5.0,8,18456
3585,Audi A4 2.0 TDI Multitronic,2010,140.0,5.0,14,59000
3586,Maruti Wagon R VXI,2006,67.1,5.0,18,141537
3587,Hyundai Verna SX CRDi AT,2013,126.32,5.0,11,51000
3588,Mercedes-Benz GLC 220d 4MATIC Style,2019,170.0,5.0,5,29311
3589,BMW 3 Series Luxury Line,2016,190.0,5.0,8,31000
3590,Honda Mobilio V Option i DTEC,2014,98.6,7.0,10,80000
3591,Hyundai Creta 1.6 CRDi AT SX Plus,2016,126.2,5.0,8,33000
3592,Honda City 1.5 S MT,2011,118.0,5.0,13,71556
3593,Ford Fiesta 1.4 TDCi EXI,2011,68.0,5.0,13,85000
3594,Maruti Swift Dzire LDI,2016,74.0,5.0,8,91000
3595,Mercedes-Benz E-Class E250 CDI Launch Edition,2015,204.0,5.0,9,73187
3596,Chevrolet Captiva LT,2009,147.9,7.0,15,232000
3597,Toyota Innova 2.5 V Diesel 7-seater,2007,102.0,7.0,17,127079
3598,Mahindra Quanto C8,2014,100.0,7.0,10,58816
3599,Honda City i VTEC V,2015,117.3,5.0,9,63818
3600,Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,174.33,5.0,10,40000
3601,Volkswagen Polo Diesel Comfortline 1.2L,2013,73.9,5.0,11,77445
3602,Ford EcoSport 1.5 Petrol Titanium Plus AT,2017,121.36,5.0,7,14000
3603,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,100.0,7.0,12,85122
3604,Honda City 1.5 EXI,2005,100.0,5.0,19,123000
3605,Maruti Alto 800 2016-2019 LXI Optional,2015,47.3,5.0,9,63714
3606,Mercedes-Benz M-Class ML 320 CDI,2009,224.34,5.0,15,53000
3607,Maruti Swift Dzire LDI,2017,74.0,5.0,7,60000
3608,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,88.5,5.0,7,33000
3609,Volvo S60 D5 Summum,2013,215.0,5.0,11,31000
3610,Toyota Fortuner 4x2 AT,2014,168.5,7.0,10,79000
3611,Hyundai i20 Sportz Option Diesel,2013,90.0,5.0,11,67914
3612,Audi A4 35 TDI Premium,2015,174.33,5.0,9,58970
3613,Nissan Terrano XV D Pre,2013,108.5,5.0,11,60000
3614,Maruti Celerio ZXI AMT,2017,67.04,5.0,7,35225
3615,Hyundai i10 Sportz AT,2012,78.9,5.0,12,62282
3616,BMW 3 Series 320d,2010,190.0,5.0,14,80000
3617,Hyundai Grand i10 Sportz,2018,82.0,5.0,6,43698
3618,Hyundai Grand i10 Asta Option AT,2017,82.0,5.0,7,28052
3619,Hyundai Grand i10 1.2 Kappa Sportz,2016,81.86,5.0,8,29091
3620,Volkswagen Polo 1.2 MPI Comfortline,2013,74.0,5.0,11,63000
3621,Honda City ZX EXi,2007,78.0,5.0,17,91000
3622,Mercedes-Benz GLA Class 200 CDI,2014,136.0,5.0,10,30000
3623,Maruti Omni 8 Seater BSIV,2017,35.0,5.0,7,24571
3624,Hyundai Verna 1.6 SX VTVT AT,2014,121.3,5.0,10,45000
3625,Maruti Alto 800 LXI,2015,47.3,5.0,9,24617
3626,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,88.5,5.0,7,26927
3627,Mahindra XUV500 W8 2WD,2013,140.0,7.0,11,87736
3628,Maruti Vitara Brezza ZDi,2016,88.5,5.0,8,35299
3629,Hyundai i20 1.2 Spotz,2017,81.83,5.0,7,51612
3630,Mercedes-Benz E-Class 250 D W 210,1998,157.7,5.0,26,55300
3631,Maruti Alto LXi,2009,46.3,5.0,15,65090
3632,Honda Amaze S i-Vtech,2013,86.7,5.0,11,40000
3633,Land Rover Range Rover Sport HSE,2015,255.0,5.0,9,38467
3634,Hyundai Grand i10 CRDi Magna,2013,70.0,5.0,11,71904
3635,Honda Civic 2006-2010 1.8 S MT,2008,130.0,5.0,16,87000
3636,Hyundai Grand i10 CRDi Magna,2014,70.0,5.0,10,33000
3637,Maruti 800 AC Uniq,2009,37.0,4.0,15,22100
3638,Toyota Etios Liva Diesel,2014,67.1,5.0,10,59589
3639,Hyundai i20 Magna 1.4 CRDi,2015,88.73,5.0,9,44000
3640,Maruti Alto K10 VXI,2017,67.1,5.0,7,12000
3641,BMW X1 sDrive20d,2012,184.0,5.0,12,66000
3642,Maruti Celerio VXI AT,2016,67.04,5.0,8,38009
3643,Skoda Superb Elegance 1.8 TSI AT,2009,157.75,5.0,15,35000
3644,Mahindra Xylo E4,2009,112.0,7.0,15,70000
3645,Mahindra XUV500 W8 2WD,2014,140.0,7.0,10,86000
3646,Maruti Swift Dzire VXI,2016,85.8,5.0,8,32000
3647,Ford Ecosport 1.0 Ecoboost Platinum Edition,2017,123.24,5.0,7,15000
3648,Toyota Corolla Altis Diesel D4DG,2014,87.2,5.0,10,69918
3649,Hyundai i20 2015-2017 1.2 Magna,2012,80.0,5.0,12,39000
3650,Renault Captur 1.5 Diesel Platine Mono,2018,108.45,5.0,6,1011
3651,Mercedes-Benz E-Class 280 CDI,2009,198.5,5.0,15,85000
3652,Maruti Baleno RS 1.0 Petrol,2017,100.0,5.0,7,46663
3653,Nissan Sunny 2011-2014 XL AT Special Edition,2015,99.6,5.0,9,27000
3654,Hyundai Grand i10 AT Asta,2015,82.0,5.0,9,15000
3655,Maruti Ciaz Zeta,2018,103.25,5.0,6,10575
3656,Hyundai Xcent 1.2 Kappa S,2014,82.0,5.0,10,12500
3657,Hyundai Verna 1.6 SX CRDi (O),2012,126.32,5.0,12,52000
3658,Maruti Wagon R VXI 1.2,2015,81.8,5.0,9,49818
3659,Hyundai Verna CRDi,2008,110.0,5.0,16,90000
3660,Toyota Etios Liva G,2015,78.9,5.0,9,52207
3661,Mahindra Xylo E4 ABS BS III,2013,112.0,7.0,11,167362
3662,Toyota Etios Liva GD,2015,67.06,5.0,9,49894
3663,Mahindra Thar DI 4X4,2019,63.0,7.0,5,13024
3664,Nissan X-Trail SLX MT,2010,147.6,5.0,14,128000
3665,Toyota Innova Crysta 2.8 ZX AT,2017,171.5,7.0,7,26023
3666,Hyundai Creta 1.4 CRDi S,2016,88.7,5.0,8,42784
3667,Maruti Swift VDI,2014,74.0,5.0,10,115000
3668,Hyundai Verna 1.6 CRDI SX Option,2019,126.2,5.0,5,30529
3669,Maruti Alto LXi BSIII,2012,46.3,5.0,12,14814
3670,Maruti S Cross DDiS 200 Alpha,2016,88.5,5.0,8,58000
3671,Hyundai EON Era,2011,55.2,5.0,13,68128
3672,Nissan Terrano XL,2013,102.5,5.0,11,63220
3673,Hyundai EON Era,2016,55.2,5.0,8,30000
3674,Tata Zest Quadrajet 1.3 XT,2017,88.7,5.0,7,27768
3675,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2014,203.0,5.0,10,53000
3676,Audi Q5 2.0 TDI Premium Plus,2014,174.3,5.0,10,87652
3677,Ford Fiesta 1.6 ZXi Leather,2008,101.0,5.0,16,94873
3678,BMW 3 Series 320d Prestige,2015,184.0,5.0,9,56000
3679,Maruti Baleno RS 1.0 Petrol,2018,100.0,5.0,6,18678
3680,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2014,203.0,5.0,10,30000
3681,Hyundai i10 Sportz 1.2,2013,78.9,5.0,11,59000
3682,Hyundai Grand i10 Asta Option,2017,82.0,5.0,7,13000
3683,Honda Brio S MT,2014,86.8,5.0,10,74325
3684,Hyundai i20 Magna 1.4 CRDi (Diesel),2015,88.76,5.0,9,45000
3685,Volkswagen Polo Petrol Highline 1.2L,2013,73.9,5.0,11,57000
3686,Honda City 1.5 EXI,2001,100.0,5.0,23,125943
3687,Skoda Octavia Ambiente 1.9 TDI,2008,66.0,5.0,16,80000
3688,Ford Endeavour 2.5L 4X2,2010,141.0,7.0,14,154000
3689,Chevrolet Cruze LTZ,2013,147.9,5.0,11,62000
3690,Honda CR-V AT With Sun Roof,2013,74.0,5.0,11,27000
3691,Honda Mobilio V i DTEC,2014,98.6,7.0,10,45000
3692,Maruti Ertiga VDI,2012,88.76,7.0,12,105000
3693,Hyundai Grand i10 Sportz,2013,82.0,5.0,11,26000
3694,Jaguar XF 3.0 Litre S Premium Luxury,2014,270.9,5.0,10,30900
3695,Honda Amaze VX i-Vtech,2014,86.7,5.0,10,48000
3696,Audi A6 2.7 TDI,2011,179.5,5.0,13,112719
3697,Hyundai i20 1.2 Spotz,2017,81.83,5.0,7,5000
3698,Volkswagen Ameo 1.2 MPI Highline Plus 16,2016,73.75,5.0,8,16000
3699,Renault Fluence 2.0,2011,135.1,5.0,13,63000
3700,Maruti Alto K10 VXI,2011,67.1,5.0,13,28300
3701,Maruti Alto Std,2005,46.3,5.0,19,49000
3702,Maruti Wagon R VXI BS IV,2016,67.04,5.0,8,12501
3703,Fiat Linea 1.3 Emotion,2016,92.0,5.0,8,56628
3704,Maruti Swift Dzire Vdi BSIV,2010,73.9,5.0,14,105000
3705,Renault Scala Diesel RxL,2016,84.8,5.0,8,52126
3706,Hyundai i20 Magna,2010,80.0,5.0,14,38000
3707,Hyundai Xcent 1.2 Kappa SX Option,2016,82.0,5.0,8,50000
3708,Maruti Wagon R LXI,2015,67.1,5.0,9,50230
3709,Mahindra XUV500 W8 2WD,2014,140.0,7.0,10,31000
3710,Toyota Fortuner 4x2 AT,2014,168.5,7.0,10,79000
3711,Renault Duster 110PS Diesel RxZ Plus,2012,108.45,5.0,12,130000
3712,Hyundai Santro Xing GLS,2010,62.1,5.0,14,115000
